format=1 tracks=6 division=480

BA    1   CR         0   TR  0   CH 16   Tempo 120
BA    1   CR         0   TR  0   CH 16   Time signature 4/4, clocks/mtick 24, crotchets/32ndnote 8
BA    1   CR         0   TR  0   CH 16   Text type 6: "Start"
BA   43   CR  1+31/120   TR  4   CH  1   NT  C''        37/240   von=107   voff=107
BA   43   CR    1+9/32   TR  4   CH  1   NT  E''          5/32   voff=107
BA   43   CR  1+67/120   TR  2   CH  1   NT  F#--       61/480   von=97   voff=97
BA   43   CR 1+353/480   TR  4   CH  1   NT  A         121/240   von=99   voff=99
BA   43   CR  1+89/120   TR  4   CH  1   NT  E''         47/96   von=111   voff=111
BA   43   CR 1+359/480   TR  4   CH  1   NT  E'        217/480   von=99   voff=99
BA   43   CR  1+91/120   TR  4   CH  1   NT  C''       239/480   von=101   voff=101
BA   43   CR         2   TR  1   CH  1   NT  D--         11/32   von=101   voff=101
BA   43   CR 2+101/480   TR  4   CH  1   NT  D'           7/40   von=72   voff=72
BA   43   CR   2+19/80   TR  4   CH  1   NT  D''         13/80   von=97   voff=97
BA   43   CR 2+133/480   TR  4   CH  1   NT  A'          13/80   von=80   voff=80
BA   43   CR   2+23/80   TR  4   CH  1   NT  G           13/96   voff=80
BA   43   CR 2+233/480   TR  4   CH  1   NT  E'         41/240   von=101   voff=101
BA   43   CR   2+39/80   TR  4   CH  1   NT  E''        29/160   von=109   voff=109
BA   43   CR     2+1/2   TR  1   CH  1   NT  C--        53/240   von=95   voff=95
BA   43   CR   2+43/80   TR  4   CH  1   NT  A          27/160   von=105   voff=105
BA   43   CR  2+87/160   TR  4   CH  1   NT  C''        23/120   von=109   voff=109
BA   43   CR  2+67/120   TR  2   CH  1   NT  F#--       61/480   von=94   voff=94
BA   43   CR         3   TR  1   CH  1   NT  D--        43/160   von=97   voff=97
BA   43   CR   3+1/240   TR  4   CH  1   NT  E'          13/60   von=101   voff=101
BA   43   CR   3+1/120   TR  4   CH  1   NT  E''        49/240   von=114   voff=114
BA   43   CR    3+1/60   TR  4   CH  1   NT  C''        73/240   von=109   voff=109
BA   43   CR  3+13/480   TR  4   CH  1   NT  A          31/120   von=105   voff=105
BA   43   CR     3+1/2   TR  1   CH  1   NT  Eb--       41/160   von=78   voff=78
BA   43   CR  3+67/120   TR  2   CH  1   NT  F#--        11/96   von=97   voff=97
BA   43   CR     3+3/4   TR  1   CH  1   NT  E--       119/480   von=101   voff=101
BA   43   CR   3+19/20   TR  4   CH  1   NT  E'          13/96   von=95   voff=95
BA   43   CR   3+23/24   TR  4   CH  1   NT  E''        77/480   von=105   voff=105
BA   43   CR 3+473/480   TR  4   CH  1   NT  A             1/8   von=101   voff=101
BA   43   CR   3+79/80   TR  4   CH  1   NT  A'           7/48   von=109   voff=109

BA   44   CR     11/48   TR  4   CH  1   NT  E'          13/80   von=95   voff=95
BA   44   CR    37/160   TR  4   CH  1   NT  A          43/240   von=97   voff=97
BA   44   CR     19/80   TR  4   CH  1   NT  E''           1/6   von=103   voff=103
BA   44   CR    29/120   TR  4   CH  1   NT  A'         79/480   von=107   voff=107
BA   44   CR       1/4   TR  1   CH  1   NT  A--      3+61/480   von=103   voff=103
BA   44   CR    67/120   TR  2   CH  1   NT  F#--       29/240   von=109   voff=109
BA   44   CR     11/15   TR  4   CH  1   NT  E'         49/240   von=99   voff=99
BA   44   CR   179/240   TR  4   CH  1   NT  A'        103/480   von=107   voff=107
BA   44   CR       3/4   TR  4   CH  1   NT  E''        27/160   von=92   voff=92
BA   44   CR   361/480   TR  4   CH  1   NT  A            7/32   von=105   voff=105
BA   44   CR    1+7/32   TR  4   CH  1   NT  C''          7/32   von=101   voff=101
BA   44   CR 1+109/480   TR  4   CH  1   NT  G'         23/120   von=92   voff=92
BA   44   CR  1+37/160   TR  4   CH  1   NT  C'          17/80   von=101   voff=101
BA   44   CR 1+119/480   TR  4   CH  1   NT  G''        83/480   von=88   voff=88
BA   44   CR   1+29/96   TR  4   CH  1   NT  F''        17/240   von=32   voff=32
BA   44   CR  1+67/120   TR  2   CH  1   NT  F#--       21/160   voff=109
BA   44   CR 1+119/160   TR  4   CH  1   NT  A'         1+7/16   von=103   voff=103
BA   44   CR     1+3/4   TR  4   CH  1   NT  C''        1+7/16   von=114   voff=114
BA   44   CR     1+3/4   TR  4   CH  1   NT  E''        1+7/16   voff=114
BA   44   CR     1+3/4   TR  4   CH  1   NT  E'         1+7/16   voff=114
BA   44   CR 1+121/160   TR  4   CH  1   NT  A''     1+211/480   voff=114
BA   44   CR  2+67/120   TR  2   CH  1   NT  F#--       67/480   von=103   voff=103
BA   44   CR         3   TR  3   CH  1   NT  G-          23/60   von=97   voff=97
BA   44   CR         3   TR  3   CH  1   NT  C         163/480   voff=97
BA   44   CR         3   TR  3   CH  1   NT  E-          35/96   von=90   voff=90
BA   44   CR         3   TR  3   CH  1   NT  E           35/96   von=101   voff=90
BA   44   CR         3   TR  3   CH  1   NT  G           35/96   von=109   voff=109
BA   44   CR         3   TR  3   CH  1   NT  C'        163/480   voff=97
BA   44   CR         3   TR  3   CH  1   NT  C--           3/8   von=102   voff=102
BA   44   CR         3   TR  5   CH  1   NT  G           35/96   von=97   voff=109
BA   44   CR         3   TR  5   CH  1   NT  C'        163/480   voff=97
BA   44   CR         3   TR  5   CH  1   NT  E           35/96   von=90   voff=90
BA   44   CR         3   TR  5   CH  1   NT  E'           3/16   von=101   voff=114
BA   44   CR         3   TR  5   CH  1   NT  G'          35/96   von=109   voff=109
BA   44   CR         3   TR  5   CH  1   NT  C''          3/16   voff=114
BA   44   CR         3   TR  5   CH  1   NT  C-            3/8   von=102   voff=102
BA   44   CR     3+1/4   TR  3   CH  1   ST &B0 &40 &7F
BA   44   CR     3+1/4   TR  5   CH  1   ST &B0 &40 &7F
BA   44   CR  3+67/120   TR  2   CH  1   NT  F#--       67/480   von=107   voff=107
BA   44   CR 3+239/240   TR  4   CH  1   NT  E'           2/15   von=97   voff=97

BA   45   CR         0   TR  1   CH  1   NT  A---          3/8   von=105   voff=102
BA   45   CR         0   TR  3   CH  1   NT  A           35/96   von=103   voff=103
BA   45   CR         0   TR  3   CH  1   NT  C          37/120   von=105   voff=105
BA   45   CR         0   TR  3   CH  1   NT  A-          11/30   von=101   voff=101
BA   45   CR         0   TR  3   CH  1   NT  E-        169/480   von=107   voff=107
BA   45   CR         0   TR  3   CH  1   NT  E         169/480   von=112   voff=107
BA   45   CR         0   TR  3   CH  1   NT  A---          3/8   von=102   voff=102
BA   45   CR         0   TR  4   CH  1   NT  A'           3/16   von=102   voff=102
BA   45   CR         0   TR  5   CH  1   NT  A'           3/16   von=103   voff=102
BA   45   CR         0   TR  5   CH  1   NT  C'         37/120   von=105   voff=105
BA   45   CR         0   TR  5   CH  1   NT  A           35/96   von=101   voff=103
BA   45   CR         0   TR  5   CH  1   NT  E         169/480   von=107   voff=107
BA   45   CR         0   TR  5   CH  1   NT  E'         31/240   von=112   voff=97
BA   45   CR         0   TR  5   CH  1   NT  A--           3/8   von=102   voff=102
BA   45   CR      1/16   TR  4   CH  1   NT  A'            1/8   voff=102
BA   45   CR       1/4   TR  3   CH  1   ST &B0 &40 &00
BA   45   CR       1/4   TR  5   CH  1   ST &B0 &40 &00
BA   45   CR      5/16   TR  4   CH  1   NT  A            5/96   von=79   voff=103
BA   45   CR      5/16   TR  4   CH  1   NT  A            5/96   voff=103
BA   45   CR    67/120   TR  2   CH  1   NT  F#--          1/8   von=90   voff=90
BA   45   CR     67/80   TR  4   CH  1   NT  A'         49/240   von=101   voff=101
BA   45   CR     67/80   TR  4   CH  1   NT  A'         49/240   voff=101
BA   45   CR         1   TR  1   CH  1   NT  C--         29/60   von=97   voff=97
BA   45   CR  1+41/480   TR  4   CH  1   NT  A          37/240   von=82   voff=82
BA   45   CR  1+41/480   TR  4   CH  1   NT  A          37/240   voff=82
BA   45   CR  1+67/120   TR  2   CH  1   NT  F#--       61/480   von=97   voff=97
BA   45   CR 1+271/480   TR  4   CH  1   NT  A'        109/480   von=99   voff=99
BA   45   CR 1+271/480   TR  4   CH  1   NT  A'        109/480   voff=99
BA   45   CR   1+79/96   TR  4   CH  1   NT  A            3/16   von=90   voff=90
BA   45   CR   1+79/96   TR  4   CH  1   NT  A            3/16   voff=90
BA   45   CR         2   TR  1   CH  1   NT  D--         11/32   von=101   voff=101
BA   45   CR 2+127/480   TR  4   CH  1   NT  A'         41/160   von=101   voff=101
BA   45   CR 2+127/480   TR  4   CH  1   NT  A'         41/160   voff=101
BA   45   CR     2+1/2   TR  1   CH  1   NT  C--        53/240   von=95   voff=95
BA   45   CR 2+253/480   TR  4   CH  1   NT  A             1/5   von=72   voff=72
BA   45   CR 2+253/480   TR  4   CH  1   NT  A             1/5   voff=72
BA   45   CR  2+67/120   TR  2   CH  1   NT  F#--       61/480   von=94   voff=94
BA   45   CR         3   TR  1   CH  1   NT  D--        43/160   von=97   voff=97
BA   45   CR     3+1/2   TR  1   CH  1   NT  Eb--       41/160   von=78   voff=78
BA   45   CR  3+67/120   TR  2   CH  1   NT  F#--        11/96   von=97   voff=97
BA   45   CR     3+3/4   TR  1   CH  1   NT  E--       119/480   von=101   voff=101

BA   46   CR    13/240   TR  4   CH  1   NT  A'          17/80   von=107   voff=107
BA   46   CR    13/240   TR  4   CH  1   NT  A'          17/80   voff=107
BA   46   CR       1/4   TR  1   CH  1   NT  A--      3+61/480   von=103   voff=103
BA   46   CR     29/96   TR  4   CH  1   NT  A            3/20   von=86   voff=86
BA   46   CR     29/96   TR  4   CH  1   NT  A            3/20   voff=86
BA   46   CR    67/120   TR  2   CH  1   NT  F#--       29/240   von=109   voff=109
BA   46   CR     25/32   TR  4   CH  1   NT  A'         49/240   von=105   voff=105
BA   46   CR     25/32   TR  4   CH  1   NT  A'         49/240   voff=105
BA   46   CR    1+1/16   TR  4   CH  1   NT  A          79/480   von=94   voff=94
BA   46   CR    1+1/16   TR  4   CH  1   NT  A          79/480   voff=94
BA   46   CR  1+81/160   TR  4   CH  1   NT  A'          11/60   von=114   voff=114
BA   46   CR  1+81/160   TR  4   CH  1   NT  A'          11/60   voff=114
BA   46   CR  1+67/120   TR  2   CH  1   NT  F#--       21/160   voff=109
BA   46   CR 1+377/480   TR  4   CH  1   NT  A         109/480   von=101   voff=101
BA   46   CR 1+377/480   TR  4   CH  1   NT  A         109/480   voff=101
BA   46   CR 2+101/480   TR  4   CH  1   NT  A'          13/60   von=112   voff=112
BA   46   CR 2+101/480   TR  4   CH  1   NT  A'          13/60   voff=112
BA   46   CR  2+61/120   TR  4   CH  1   NT  A           25/96   von=109   voff=109
BA   46   CR  2+61/120   TR  4   CH  1   NT  A           25/96   voff=109
BA   46   CR  2+67/120   TR  2   CH  1   NT  F#--       67/480   von=103   voff=103
BA   46   CR   2+59/60   TR  3   CH  1   ST &B0 &40 &0E
BA   46   CR   2+59/60   TR  5   CH  1   ST &B0 &40 &0E
BA   46   CR 2+239/240   TR  3   CH  1   ST &B0 &40 &1E
BA   46   CR 2+239/240   TR  5   CH  1   ST &B0 &40 &1E
BA   46   CR         3   TR  3   CH  1   NT  G-          23/60   von=97   voff=97
BA   46   CR         3   TR  3   CH  1   NT  C         163/480   voff=97
BA   46   CR         3   TR  3   CH  1   NT  E-          35/96   von=90   voff=90
BA   46   CR         3   TR  3   CH  1   NT  E           35/96   von=101   voff=90
BA   46   CR         3   TR  3   CH  1   NT  G           35/96   von=109   voff=109
BA   46   CR         3   TR  3   CH  1   NT  C'        163/480   voff=97
BA   46   CR         3   TR  3   CH  1   NT  C--           3/8   von=102   voff=102
BA   46   CR         3   TR  3   CH  1   ST &B0 &40 &7F
BA   46   CR         3   TR  5   CH  1   NT  G           35/96   von=97   voff=109
BA   46   CR         3   TR  5   CH  1   NT  C'        163/480   voff=97
BA   46   CR         3   TR  5   CH  1   NT  E           35/96   von=90   voff=90
BA   46   CR         3   TR  5   CH  1   NT  E'        179/480   von=101   voff=101
BA   46   CR         3   TR  5   CH  1   NT  G'          35/96   von=109   voff=109
BA   46   CR         3   TR  5   CH  1   NT  C''         31/96   voff=103
BA   46   CR         3   TR  5   CH  1   NT  C-            3/8   von=102   voff=102
BA   46   CR         3   TR  5   CH  1   ST &B0 &40 &7F
BA   46   CR   3+1/240   TR  4   CH  1   NT  C''        51/160   von=103   voff=103
BA   46   CR   3+1/240   TR  4   CH  1   NT  C''        51/160   voff=103
BA   46   CR    3+8/15   TR  4   CH  1   NT  A'         37/120   von=112   voff=112
BA   46   CR    3+8/15   TR  4   CH  1   NT  A'         37/120   voff=112
BA   46   CR  3+67/120   TR  2   CH  1   NT  F#--       67/480   von=107   voff=107

BA   47   CR         0   TR  1   CH  1   NT  A---          3/8   von=105   voff=102
BA   47   CR         0   TR  3   CH  1   NT  E         169/480   von=112   voff=107
BA   47   CR         0   TR  3   CH  1   NT  C-        163/480   von=101   voff=101
BA   47   CR         0   TR  3   CH  1   NT  E-        169/480   von=107   voff=107
BA   47   CR         0   TR  3   CH  1   NT  A-          11/30   von=101   voff=101
BA   47   CR         0   TR  3   CH  1   NT  C          37/120   von=105   voff=105
BA   47   CR         0   TR  3   CH  1   NT  A           35/96   von=103   voff=103
BA   47   CR         0   TR  3   CH  1   NT  A---          3/8   von=102   voff=102
BA   47   CR         0   TR  5   CH  1   NT  E'        181/480   von=112   voff=112
BA   47   CR         0   TR  5   CH  1   NT  C          37/120   von=101   voff=105
BA   47   CR         0   TR  5   CH  1   NT  E         169/480   von=107   voff=107
BA   47   CR         0   TR  5   CH  1   NT  A           35/96   von=101   voff=103
BA   47   CR         0   TR  5   CH  1   NT  C'         37/120   von=105   voff=105
BA   47   CR         0   TR  5   CH  1   NT  A'        163/480   von=103   voff=114
BA   47   CR         0   TR  5   CH  1   NT  A--           3/8   von=102   voff=102
BA   47   CR    11/160   TR  4   CH  1   NT  A'          13/48   von=114   voff=114
BA   47   CR    11/160   TR  4   CH  1   NT  A'          13/48   voff=114
BA   47   CR       1/8   TR  3   CH  1   ST &B0 &40 &00
BA   47   CR       1/8   TR  5   CH  1   ST &B0 &40 &00
BA   47   CR     23/60   TR  4   CH  1   NT  A          17/120   von=109   voff=109
BA   47   CR     23/60   TR  4   CH  1   NT  A          17/120   voff=109
BA   47   CR    67/120   TR  2   CH  1   NT  F#--          1/8   von=90   voff=90
BA   47   CR   397/480   TR  4   CH  1   NT  A'        103/480   von=111   voff=111
BA   47   CR   397/480   TR  4   CH  1   NT  A'        103/480   voff=111
BA   47   CR         1   TR  1   CH  1   NT  C--         29/60   von=97   voff=97
BA   47   CR  1+13/120   TR  4   CH  1   NT  A           13/96   von=105   voff=105
BA   47   CR  1+13/120   TR  4   CH  1   NT  A           13/96   voff=105
BA   47   CR 1+259/480   TR  4   CH  1   NT  A'         49/240   von=114   voff=114
BA   47   CR 1+259/480   TR  4   CH  1   NT  A'         49/240   voff=114
BA   47   CR  1+67/120   TR  2   CH  1   NT  F#--       61/480   von=97   voff=97
BA   47   CR   1+33/40   TR  4   CH  1   NT  A           13/60   von=109   voff=109
BA   47   CR   1+33/40   TR  4   CH  1   NT  A           13/60   voff=109
BA   47   CR         2   TR  1   CH  1   NT  D--         11/32   von=101   voff=101
BA   47   CR  2+61/240   TR  4   CH  1   NT  A'        119/480   von=111   voff=111
BA   47   CR  2+61/240   TR  4   CH  1   NT  A'        119/480   voff=111
BA   47   CR     2+1/2   TR  1   CH  1   NT  C--        53/240   von=95   voff=95
BA   47   CR   2+17/32   TR  4   CH  1   NT  A            7/32   von=99   voff=99
BA   47   CR   2+17/32   TR  4   CH  1   NT  A            7/32   voff=99
BA   47   CR  2+67/120   TR  2   CH  1   NT  F#--       61/480   von=94   voff=94
BA   47   CR         3   TR  1   CH  1   NT  D--        43/160   von=97   voff=97
BA   47   CR     3+1/2   TR  1   CH  1   NT  Eb--       41/160   von=78   voff=78
BA   47   CR  3+67/120   TR  2   CH  1   NT  F#--        11/96   von=97   voff=97
BA   47   CR     3+3/4   TR  1   CH  1   NT  E--       119/480   von=101   voff=101

BA   48   CR      1/40   TR  4   CH  1   NT  A'         37/160   von=116   voff=116
BA   48   CR      1/40   TR  4   CH  1   NT  A'         37/160   voff=116
BA   48   CR       1/4   TR  1   CH  1   NT  A--      3+61/480   von=103   voff=103
BA   48   CR   139/480   TR  4   CH  1   NT  A          27/160   von=99   voff=99
BA   48   CR   139/480   TR  4   CH  1   NT  A          27/160   voff=99
BA   48   CR    67/120   TR  2   CH  1   NT  F#--       29/240   von=109   voff=109
BA   48   CR     23/30   TR  4   CH  1   NT  E'          13/60   von=112   voff=112
BA   48   CR     23/30   TR  4   CH  1   NT  E'          13/60   voff=112
BA   48   CR  1+67/120   TR  2   CH  1   NT  F#--       21/160   voff=109
BA   48   CR   1+17/30   TR  4   CH  1   NT  C'         67/120   von=114   voff=114
BA   48   CR   1+17/30   TR  4   CH  1   NT  C'         67/120   voff=114
BA   48   CR 2+197/480   TR  4   CH  1   NT  B         223/480   von=110   voff=110
BA   48   CR  2+67/120   TR  2   CH  1   NT  F#--       67/480   von=103   voff=103
BA   48   CR         3   TR  3   CH  1   NT  G-          23/60   von=97   voff=97
BA   48   CR         3   TR  3   CH  1   NT  C         163/480   voff=97
BA   48   CR         3   TR  3   CH  1   NT  E-          35/96   von=90   voff=90
BA   48   CR         3   TR  3   CH  1   NT  E           35/96   von=101   voff=90
BA   48   CR         3   TR  3   CH  1   NT  G           35/96   von=109   voff=109
BA   48   CR         3   TR  3   CH  1   NT  C'        163/480   voff=97
BA   48   CR         3   TR  3   CH  1   NT  C--           3/8   von=102   voff=102
BA   48   CR         3   TR  5   CH  1   NT  G           35/96   von=97   voff=109
BA   48   CR         3   TR  5   CH  1   NT  C'        163/480   voff=97
BA   48   CR         3   TR  5   CH  1   NT  E           35/96   von=90   voff=90
BA   48   CR         3   TR  5   CH  1   NT  E'        179/480   von=101   voff=101
BA   48   CR         3   TR  5   CH  1   NT  G'          35/96   von=109   voff=109
BA   48   CR         3   TR  5   CH  1   NT  C''         13/32   voff=109
BA   48   CR         3   TR  5   CH  1   NT  C-            3/8   von=102   voff=102
BA   48   CR    3+1/15   TR  4   CH  1   NT  A           57/80   von=118   voff=118
BA   48   CR     3+1/4   TR  3   CH  1   ST &B0 &40 &7F
BA   48   CR     3+1/4   TR  5   CH  1   ST &B0 &40 &7F
BA   48   CR  3+67/120   TR  2   CH  1   NT  F#--       67/480   von=107   voff=107

BA   49   CR         0   TR  1   CH  1   NT  A---          3/8   von=105   voff=102
BA   49   CR         0   TR  3   CH  1   NT  A           35/96   von=103   voff=103
BA   49   CR         0   TR  3   CH  1   NT  C          37/120   von=105   voff=105
BA   49   CR         0   TR  3   CH  1   NT  A-          11/30   von=101   voff=101
BA   49   CR         0   TR  3   CH  1   NT  E-        169/480   von=107   voff=107
BA   49   CR         0   TR  3   CH  1   NT  E         169/480   von=112   voff=107
BA   49   CR         0   TR  3   CH  1   NT  A---          3/8   von=102   voff=102
BA   49   CR         0   TR  5   CH  1   NT  A'          29/80   von=103   voff=90
BA   49   CR         0   TR  5   CH  1   NT  C'         37/120   von=105   voff=105
BA   49   CR         0   TR  5   CH  1   NT  A           35/96   von=101   voff=103
BA   49   CR         0   TR  5   CH  1   NT  E         169/480   von=107   voff=107
BA   49   CR         0   TR  5   CH  1   NT  E'        181/480   von=112   voff=112
BA   49   CR         0   TR  5   CH  1   NT  A--           3/8   von=102   voff=102
BA   49   CR       1/8   TR  4   CH  1   NT  A'          19/80   von=90   voff=90
BA   49   CR       1/8   TR  4   CH  1   NT  A'          19/80   voff=90
BA   49   CR       1/4   TR  3   CH  1   ST &B0 &40 &00
BA   49   CR       1/4   TR  5   CH  1   ST &B0 &40 &00
BA   49   CR   217/480   TR  4   CH  1   NT  A         113/480   von=79   voff=79
BA   49   CR   217/480   TR  4   CH  1   NT  A         113/480   voff=79
BA   49   CR    67/120   TR  2   CH  1   NT  F#--          1/8   von=90   voff=90
BA   49   CR     67/80   TR  4   CH  1   NT  A'         49/240   von=101   voff=101
BA   49   CR     67/80   TR  4   CH  1   NT  A'         49/240   voff=101
BA   49   CR         1   TR  1   CH  1   NT  C--         29/60   von=97   voff=97
BA   49   CR  1+41/480   TR  4   CH  1   NT  A          37/240   von=82   voff=82
BA   49   CR  1+41/480   TR  4   CH  1   NT  A          37/240   voff=82
BA   49   CR  1+67/120   TR  2   CH  1   NT  F#--       61/480   von=97   voff=97
BA   49   CR 1+271/480   TR  4   CH  1   NT  A'        109/480   von=99   voff=99
BA   49   CR 1+271/480   TR  4   CH  1   NT  A'        109/480   voff=99
BA   49   CR   1+79/96   TR  4   CH  1   NT  A            3/16   von=90   voff=90
BA   49   CR   1+79/96   TR  4   CH  1   NT  A            3/16   voff=90
BA   49   CR         2   TR  1   CH  1   NT  D--         11/32   von=101   voff=101
BA   49   CR 2+127/480   TR  4   CH  1   NT  A'         41/160   von=101   voff=101
BA   49   CR 2+127/480   TR  4   CH  1   NT  A'         41/160   voff=101
BA   49   CR     2+1/2   TR  1   CH  1   NT  C--        53/240   von=95   voff=95
BA   49   CR 2+253/480   TR  4   CH  1   NT  A             1/5   von=72   voff=72
BA   49   CR 2+253/480   TR  4   CH  1   NT  A             1/5   voff=72
BA   49   CR  2+67/120   TR  2   CH  1   NT  F#--       61/480   von=94   voff=94
BA   49   CR         3   TR  1   CH  1   NT  D--        43/160   von=97   voff=97
BA   49   CR     3+1/2   TR  1   CH  1   NT  Eb--       41/160   von=78   voff=78
BA   49   CR  3+67/120   TR  2   CH  1   NT  F#--        11/96   von=97   voff=97
BA   49   CR     3+3/4   TR  1   CH  1   NT  E--       119/480   von=101   voff=101

BA   50   CR    13/240   TR  4   CH  1   NT  A'          17/80   von=107   voff=107
BA   50   CR    13/240   TR  4   CH  1   NT  A'          17/80   voff=107
BA   50   CR       1/4   TR  1   CH  1   NT  A--      3+61/480   von=103   voff=103
BA   50   CR     29/96   TR  4   CH  1   NT  A            3/20   von=86   voff=86
BA   50   CR     29/96   TR  4   CH  1   NT  A            3/20   voff=86
BA   50   CR    67/120   TR  2   CH  1   NT  F#--       29/240   von=109   voff=109
BA   50   CR     25/32   TR  4   CH  1   NT  A'         49/240   von=105   voff=105
BA   50   CR     25/32   TR  4   CH  1   NT  A'         49/240   voff=105
BA   50   CR    1+1/16   TR  4   CH  1   NT  A          79/480   von=94   voff=94
BA   50   CR    1+1/16   TR  4   CH  1   NT  A          79/480   voff=94
BA   50   CR  1+81/160   TR  4   CH  1   NT  A'          11/60   von=114   voff=114
BA   50   CR  1+81/160   TR  4   CH  1   NT  A'          11/60   voff=114
BA   50   CR  1+67/120   TR  2   CH  1   NT  F#--       21/160   voff=109
BA   50   CR 1+377/480   TR  4   CH  1   NT  A         109/480   von=101   voff=101
BA   50   CR 1+377/480   TR  4   CH  1   NT  A         109/480   voff=101
BA   50   CR 2+101/480   TR  4   CH  1   NT  A'          13/60   von=112   voff=112
BA   50   CR 2+101/480   TR  4   CH  1   NT  A'          13/60   voff=112
BA   50   CR  2+61/120   TR  4   CH  1   NT  A           25/96   von=109   voff=109
BA   50   CR  2+61/120   TR  4   CH  1   NT  A           25/96   voff=109
BA   50   CR  2+67/120   TR  2   CH  1   NT  F#--       67/480   von=103   voff=103
BA   50   CR   2+59/60   TR  3   CH  1   ST &B0 &40 &0E
BA   50   CR   2+59/60   TR  5   CH  1   ST &B0 &40 &0E
BA   50   CR 2+239/240   TR  3   CH  1   ST &B0 &40 &1E
BA   50   CR 2+239/240   TR  5   CH  1   ST &B0 &40 &1E
BA   50   CR         3   TR  3   CH  1   NT  G-          23/60   von=97   voff=97
BA   50   CR         3   TR  3   CH  1   NT  C         163/480   voff=97
BA   50   CR         3   TR  3   CH  1   NT  E-          35/96   von=90   voff=90
BA   50   CR         3   TR  3   CH  1   NT  E           35/96   von=101   voff=90
BA   50   CR         3   TR  3   CH  1   NT  G           35/96   von=109   voff=109
BA   50   CR         3   TR  3   CH  1   NT  C'        163/480   voff=97
BA   50   CR         3   TR  3   CH  1   NT  C--           3/8   von=102   voff=102
BA   50   CR         3   TR  3   CH  1   ST &B0 &40 &7F
BA   50   CR         3   TR  5   CH  1   NT  G           35/96   von=97   voff=109
BA   50   CR         3   TR  5   CH  1   NT  C'        163/480   voff=97
BA   50   CR         3   TR  5   CH  1   NT  E           35/96   von=90   voff=90
BA   50   CR         3   TR  5   CH  1   NT  E'        179/480   von=101   voff=101
BA   50   CR         3   TR  5   CH  1   NT  G'          35/96   von=109   voff=109
BA   50   CR         3   TR  5   CH  1   NT  C''         31/96   voff=103
BA   50   CR         3   TR  5   CH  1   NT  C-            3/8   von=102   voff=102
BA   50   CR         3   TR  5   CH  1   ST &B0 &40 &7F
BA   50   CR   3+1/240   TR  4   CH  1   NT  C''        51/160   von=103   voff=103
BA   50   CR   3+1/240   TR  4   CH  1   NT  C''        51/160   voff=103
BA   50   CR    3+8/15   TR  4   CH  1   NT  A'         37/120   von=112   voff=112
BA   50   CR    3+8/15   TR  4   CH  1   NT  A'         37/120   voff=112
BA   50   CR  3+67/120   TR  2   CH  1   NT  F#--       67/480   von=107   voff=107

BA   51   CR         0   TR  1   CH  1   NT  A---          3/8   von=105   voff=102
BA   51   CR         0   TR  3   CH  1   NT  E         169/480   von=112   voff=107
BA   51   CR         0   TR  3   CH  1   NT  C-        163/480   von=101   voff=101
BA   51   CR         0   TR  3   CH  1   NT  E-        169/480   von=107   voff=107
BA   51   CR         0   TR  3   CH  1   NT  A-          11/30   von=101   voff=101
BA   51   CR         0   TR  3   CH  1   NT  C          37/120   von=105   voff=105
BA   51   CR         0   TR  3   CH  1   NT  A           35/96   von=103   voff=103
BA   51   CR         0   TR  3   CH  1   NT  A---          3/8   von=102   voff=102
BA   51   CR         0   TR  5   CH  1   NT  E'        181/480   von=112   voff=112
BA   51   CR         0   TR  5   CH  1   NT  C          37/120   von=101   voff=105
BA   51   CR         0   TR  5   CH  1   NT  E         169/480   von=107   voff=107
BA   51   CR         0   TR  5   CH  1   NT  A           35/96   von=101   voff=103
BA   51   CR         0   TR  5   CH  1   NT  C'         37/120   von=105   voff=105
BA   51   CR         0   TR  5   CH  1   NT  A'        163/480   von=103   voff=114
BA   51   CR         0   TR  5   CH  1   NT  A--           3/8   von=102   voff=102
BA   51   CR    11/160   TR  4   CH  1   NT  A'          13/48   von=114   voff=114
BA   51   CR    11/160   TR  4   CH  1   NT  A'          13/48   voff=114
BA   51   CR       1/8   TR  3   CH  1   ST &B0 &40 &00
BA   51   CR       1/8   TR  5   CH  1   ST &B0 &40 &00
BA   51   CR   181/480   TR  3   CH 16   End of track
BA   51   CR   181/480   TR  5   CH 16   End of track
BA   51   CR     23/60   TR  4   CH  1   NT  A          17/120   von=109   voff=109
BA   51   CR     23/60   TR  4   CH  1   NT  A          17/120   voff=109
BA   51   CR    67/120   TR  2   CH  1   NT  F#--          1/8   von=90   voff=90
BA   51   CR   397/480   TR  4   CH  1   NT  A'        103/480   von=111   voff=111
BA   51   CR   397/480   TR  4   CH  1   NT  A'        103/480   voff=111
BA   51   CR         1   TR  1   CH  1   NT  C--         29/60   von=97   voff=97
BA   51   CR  1+13/120   TR  4   CH  1   NT  A           13/96   von=105   voff=105
BA   51   CR  1+13/120   TR  4   CH  1   NT  A           13/96   voff=105
BA   51   CR 1+259/480   TR  4   CH  1   NT  A'         49/240   von=114   voff=114
BA   51   CR 1+259/480   TR  4   CH  1   NT  A'         49/240   voff=114
BA   51   CR  1+67/120   TR  2   CH  1   NT  F#--       61/480   von=97   voff=97
BA   51   CR   1+33/40   TR  4   CH  1   NT  A           13/60   von=109   voff=109
BA   51   CR   1+33/40   TR  4   CH  1   NT  A           13/60   voff=109
